0.002019 0.002019 0.002020 0.002032 9.989646 
0.002018 0.002018 0.002019 0.430944 7.953321 
0.002027 0.002244 0.244126 0.011168 7.953328 
0.002019 0.002019 0.002649 0.404530 7.953323 
0.002019 0.002019 0.002080 0.331919 8.240807 
0.002019 0.002019 0.004477 0.612912 9.240772 
0.002025 0.002265 0.232936 0.014638 7.953328 
0.002019 0.002019 0.002360 0.427508 7.961715 
0.002019 0.002019 0.002050 0.005502 9.819088 
0.002019 0.002019 0.002360 0.427508 7.961715 
0.002019 0.002109 0.140644 0.037557 8.188879 
0.002019 0.002019 0.002649 0.404530 7.953324 
0.002020 0.002020 0.002026 0.005820 9.819109 
0.002019 0.002019 0.002900 0.311011 8.240808 
0.002019 0.002019 0.002661 0.412231 7.955377 
0.002027 0.002209 0.098631 0.032494 8.854821 
0.002019 0.002019 0.002653 0.420717 7.962217 
0.002020 0.002020 0.002021 0.018956 9.739766 
0.002038 0.002039 0.005307 0.240399 8.601934 
0.002020 0.002020 0.002025 0.002887 9.904683 
0.002020 0.002020 0.002026 0.005820 9.819109 
0.002025 0.002294 0.143512 0.046661 8.025324 
0.002020 0.002020 0.002026 0.005823 9.819088 
0.002020 0.002021 0.002102 0.018182 9.740213 
0.002022 0.002036 0.009285 1.266847 6.268998 
0.002029 0.002033 0.007436 0.350935 7.953346 
0.002020 0.002020 0.002578 0.432089 7.975804 
0.002020 0.002021 0.002602 0.420952 7.962218 
0.002020 0.002020 0.220018 0.030570 7.965595 
0.002020 0.002021 0.002069 0.005161 9.821401 
0.002029 0.002246 0.244166 0.011171 7.953330 
0.002020 0.002020 0.002020 0.446810 7.961339 
0.002020 0.002020 0.002652 0.420718 7.962218 
0.002020 0.002020 0.003906 0.312798 8.150874 
0.002023 0.002023 0.002024 0.018897 9.739768 
0.002024 0.002365 0.120409 0.049200 8.164735 
0.002022 0.002023 0.145623 0.020829 8.545333 
0.002026 0.002027 0.200023 0.034890 7.953330 
0.002020 0.002020 0.002292 0.046248 9.867398 
0.002020 0.002020 0.002110 0.017321 9.739797 
0.002049 0.002056 0.004262 0.213836 8.945674 
0.002022 0.002022 0.002219 0.262710 8.748172 
0.002020 0.002024 0.002239 0.016779 9.740213 
0.002020 0.002020 0.293786 0.068409 9.282979 
0.002020 0.002020 0.002409 0.247965 8.847382 
0.002028 0.002308 0.099243 0.040768 8.614183 
0.002020 0.002020 0.002708 0.241306 8.859046 
0.002023 0.002023 0.002764 0.402285 7.953326 
0.002020 0.002020 0.004478 0.612913 9.240773 
0.002025 0.002510 0.004957 0.004809 9.739770 
0.002026 0.002027 0.202595 0.033497 7.953330 
0.002023 0.002023 0.002024 0.018898 9.739768 
0.002020 0.002020 0.002721 0.245831 8.812048 
0.002021 0.002021 0.002042 0.005592 9.819089 
0.002022 0.002056 0.107671 0.046698 8.477491 
0.002021 0.002021 0.002093 0.049345 9.868314 
0.002020 0.002020 0.002937 0.321827 8.171789 
0.002028 0.002030 0.003656 1.358584 6.269003 
0.002020 0.002020 0.004478 0.612913 9.240773 
0.002020 0.002021 0.162486 0.028230 8.183465 
0.002023 0.002057 0.003135 0.390097 7.953325 
0.002059 0.002060 0.005420 0.244370 8.558141 
0.002020 0.002020 0.002674 0.420343 7.962218 
0.002022 0.002028 0.111546 0.029357 8.822137 
0.002021 0.002021 0.002024 0.005920 9.818531 
0.002022 0.002025 0.003988 0.335916 8.035574 
0.002032 0.002122 0.105661 0.028951 8.860519 
0.002023 0.002023 0.002312 0.413276 7.953326 
0.002025 0.002510 0.004957 0.004809 9.739771 
0.002021 0.002021 0.002039 0.015905 9.741330 
0.002020 0.002020 0.002579 0.432090 7.975805 
0.002021 0.002021 0.002079 0.005289 9.818527 
0.002027 0.002027 0.106261 0.032494 8.854821 
0.002021 0.002021 0.002021 0.446475 7.961340 
0.002020 0.002021 0.162822 0.028265 8.180866 
0.002021 0.002023 0.002153 0.011133 9.750439 
0.002024 0.002024 0.002110 0.017077 9.739769 
0.002021 0.002021 0.002043 0.005617 9.818527 
0.002021 0.002021 0.002043 0.005616 9.818527 
0.002036 0.002169 0.109883 0.035549 8.614352 
0.002021 0.002021 0.002042 0.005621 9.818527 
0.002025 0.002025 0.002111 0.017075 9.739771 
0.002025 0.004441 3.125672 0.869460 0.003002 
0.002026 0.002088 3.375483 0.792217 0.002983 
0.002028 0.002103 3.373591 0.791761 0.002900 
0.002029 0.002097 3.345807 0.810640 0.002900 
0.002060 0.005083 2.922169 0.999655 0.003230 
0.002028 0.006256 4.030718 0.342789 0.003353 
0.002027 0.004360 3.048959 0.923759 0.007291 
0.002027 0.002103 3.370982 0.791406 0.007713 
0.002046 0.003070 3.547301 0.636803 0.007816 
0.002028 0.002107 3.511892 0.703539 0.007361 
0.002028 0.006256 4.030718 0.342789 0.003353 
0.002045 0.007051 4.353160 0.214800 0.008985 
0.002028 0.002073 3.363940 0.802215 0.002900 
0.002028 0.002090 3.372847 0.791601 0.008800 
0.002038 0.015663 2.832239 0.925558 0.007474 
0.002028 0.002081 3.377284 0.792167 0.003608 
0.002028 0.002108 3.517358 0.700244 0.007362 
0.002029 0.002073 3.363979 0.802107 0.002900 
0.002029 0.002046 4.255691 0.341771 0.003409 
0.002028 0.005706 3.451558 0.636811 0.007467 
0.002052 0.003238 4.145358 0.341804 0.002497 
0.002029 0.002074 3.363813 0.802215 0.002900 
0.002029 0.002090 3.375513 0.792229 0.002900 
0.002029 0.004384 3.049693 0.923212 0.007292 
0.002029 0.002046 4.255691 0.341771 0.003409 
0.002033 0.004568 3.040003 0.927429 0.003010 
0.002044 0.007115 4.410407 0.196156 0.008983 
0.002029 0.002098 3.374564 0.791930 0.002901 
0.002029 0.002081 3.368597 0.790134 0.027823 
0.002144 1.603507 0.113557 0.868513 0.003406 
0.002211 1.845141 0.074190 0.723287 0.002670 
0.002430 1.831598 0.074297 0.723196 0.002771 
0.002263 1.590527 0.113913 0.868626 0.002606 
0.002151 1.597278 0.113003 0.877939 0.002622 
0.002144 1.603507 0.113557 0.868513 0.003406 
0.002144 1.603507 0.113557 0.868513 0.003406 
0.002070 0.002233 1.152198 3.069368 1.261902 
0.002070 0.002233 1.152198 3.069368 1.261902 
0.002058 0.003057 1.115718 3.069705 1.261890 
0.002058 0.003055 1.115719 3.069705 1.261890 
0.002020 0.002020 0.002409 0.247965 8.847382 
0.002038 0.002039 0.005307 0.240399 8.601934 
