0.000765 0.000765 0.000766 0.025345 9.751328 
0.000765 0.000765 0.000800 0.000769 9.973265 
0.000770 0.000770 0.000771 1.565204 5.975801 
0.000764 0.000764 0.000786 0.357406 8.110135 
0.000765 0.000765 0.000765 0.446113 7.961013 
0.000765 0.000765 0.000779 0.017046 9.738510 
0.000766 0.000771 0.001785 0.394235 7.952068 
0.000765 0.000765 0.000765 0.000833 9.974470 
0.000765 0.000765 0.000765 0.000833 9.974470 
0.000765 0.000765 0.000785 0.342473 8.187764 
0.000769 0.001049 0.878558 0.041686 5.975723 
0.000765 0.000765 0.000765 0.000854 9.970694 
0.000772 0.001985 0.687369 0.125610 6.009478 
0.000766 0.000766 0.000774 0.017199 9.738511 
0.000765 0.000765 0.000766 0.025345 9.751329 
0.000768 0.000794 0.007240 0.339735 7.952071 
0.000765 0.000765 0.000786 0.342473 8.187764 
0.000776 0.001871 0.034903 0.066435 9.276411 
0.000765 0.000781 0.008896 0.001640 9.738511 
0.000765 0.001897 0.001803 0.001085 9.765581 
0.000765 0.000765 0.000799 0.000769 9.974095 
0.000771 0.000917 0.006628 0.319460 7.965294 
0.000765 0.000765 0.000766 0.000830 9.974470 
0.000765 0.000765 0.000766 0.000830 9.974470 
0.000766 0.000766 0.000766 0.000830 9.974470 
0.000766 0.000766 0.005145 0.001093 9.767775 
0.000765 0.001900 0.001804 0.001086 9.765582 
0.000766 0.000766 0.000776 0.017141 9.738511 
0.000766 0.000772 0.000773 0.016782 9.738511 
0.000768 0.002371 0.162776 0.014595 8.142894 
0.000766 0.000766 0.000799 0.000769 9.974095 
0.000766 0.000772 0.000772 0.016785 9.738511 
0.000766 0.000766 0.000766 0.000869 9.967262 
0.000768 0.000781 0.007555 0.267692 8.172043 
0.000766 0.000766 0.000766 0.000833 9.974471 
0.000766 0.000769 0.009254 0.001644 9.738512 
0.000766 0.000836 0.000845 0.000797 9.923253 
0.000766 0.000766 0.000766 0.000833 9.974471 
0.000766 0.000766 0.000766 0.000827 9.975183 
0.000766 0.000766 0.000768 0.017538 9.738512 
0.000767 0.000767 0.000776 0.017185 9.738512 
0.000766 0.000768 0.001034 0.000797 9.923254 
0.000766 0.000766 0.000800 0.000770 9.974090 
0.000767 0.000767 0.001898 0.394177 7.952069 
0.000766 0.000766 0.000801 0.000769 9.974090 
0.000766 0.000828 0.000857 0.000797 9.923254 
0.000766 0.000766 0.000766 0.000830 9.974471 
0.000766 0.001909 0.001791 0.001086 9.765582 
0.000766 0.000766 0.000776 0.017187 9.738512 
