1.999741 1.095679 0.463187 0.000217 3.477032 4.251199 4.926414 5.630146 6.299838 6.999829 7.702530 8.402739 9.119438 9.820783 10.515338 11.216362 11.960064 12.663613 13.322149 13.987447 14.671919 15.454589 16.129263 16.783506 
1.999984 1.388699 4.524304 0.000351 3.477042 4.251199 4.926414 5.630185 6.299838 6.999829 7.702530 8.402743 9.119439 9.820784 10.515339 11.216396 11.960034 12.663594 13.322145 13.987446 14.671920 15.454586 16.129273 16.783504 
1.999982 0.705482 3.307679 0.000243 3.477030 4.251196 4.926418 5.630181 6.299838 6.999829 7.702519 8.402739 9.119493 9.820779 10.515333 11.216301 11.960003 12.663593 13.322141 13.987443 14.671919 15.454593 16.129272 16.783507 
1.999870 1.678439 0.341534 0.013208 3.477049 4.251192 4.926414 5.630176 6.299838 6.999829 7.702508 8.402739 9.119499 9.820777 10.515341 11.216308 11.960033 12.663612 13.322144 13.987443 14.671918 15.454591 16.129281 16.783504 
1.999752 1.543659 2.676557 0.020992 3.477029 4.251194 4.926417 5.630051 6.299838 6.999829 7.702531 8.402740 9.119492 9.820784 10.515336 11.216397 11.960034 12.663614 13.322259 13.987445 14.671919 15.454591 16.129272 16.783505 
1.999981 0.024142 2.698836 0.025800 3.477030 4.251196 4.926419 5.630176 6.299835 6.999829 7.702519 8.402755 9.119497 9.820784 10.515359 11.216365 11.960066 12.663613 13.322151 13.987445 14.671915 15.454591 16.129291 16.783503 
1.999897 1.848509 2.049498 0.001883 3.477044 4.251196 4.926418 5.630167 6.299838 6.999820 7.702533 8.402781 9.119503 9.820845 10.515337 11.216303 11.960039 12.663612 13.322149 13.987446 14.671896 15.454591 16.129272 16.783460 
1.999982 0.682460 3.307679 0.025049 3.477026 4.251196 4.926418 5.630181 6.299838 6.999829 7.702519 8.402738 9.119441 9.820780 10.515333 11.216299 11.960003 12.663593 13.322141 13.987443 14.671919 15.454593 16.129272 16.783507 
1.999907 1.083037 0.466285 0.000279 3.477030 4.251196 4.926417 5.630176 6.299838 6.999829 7.702530 8.402755 9.119434 9.820784 10.515324 11.216309 11.960064 12.663614 13.322149 13.987445 14.671900 15.454592 16.129284 16.783505 
1.999976 1.523816 0.063491 0.020751 3.477030 4.251193 4.926418 5.630166 6.299835 6.999829 7.702518 8.402738 9.119436 9.820785 10.515323 11.216364 11.960002 12.663594 13.322149 13.987443 14.671900 15.454590 16.129291 16.783504 
1.999989 0.854199 0.042253 0.528658 3.477042 4.251196 4.926414 5.630177 6.299838 6.999833 7.702535 8.402739 9.119439 9.820784 10.515338 11.216365 11.960032 12.663614 13.322145 13.987447 14.671920 15.454588 16.129280 16.783503 
1.999959 1.087454 0.183848 0.024242 3.477026 4.251196 4.926412 5.630171 6.299838 6.999829 7.702519 8.402738 9.119440 9.820780 10.515338 11.216391 11.960065 12.663613 13.322142 13.987447 14.671900 15.454590 16.129284 16.783507 
1.999896 1.473295 0.339786 0.059225 3.477042 4.251192 4.926410 5.630179 6.299838 6.999829 7.702518 8.402739 9.119439 9.820782 10.515335 11.216311 11.960034 12.663612 13.322145 13.987447 14.671917 15.454589 16.129290 16.783506 
1.999907 0.859921 0.466285 0.000289 3.477030 4.251196 4.926414 5.630176 6.299838 6.999829 7.702567 8.402739 9.119434 9.820784 10.515324 11.216311 11.960033 12.663614 13.322149 13.987444 14.671919 15.454591 16.129284 16.783504 
1.999877 1.939408 2.074471 0.018958 3.477028 4.251323 4.926413 5.630180 6.299838 6.999829 7.702533 8.402779 9.119503 9.820777 10.515359 11.216307 11.960034 12.663613 13.322143 13.987444 14.671900 15.454592 16.129280 16.783506 
1.999983 0.138488 0.318163 0.047651 3.477028 4.251199 4.926412 5.630146 6.299838 6.999829 7.702533 8.402739 9.119436 9.820778 10.515322 11.216313 11.960002 12.663593 13.322149 13.987445 14.671900 15.454590 16.129284 16.783504 
1.999983 0.171949 2.843432 0.020124 3.477050 4.251190 4.926410 5.630166 6.299838 6.999829 7.702530 8.402741 9.119493 9.820782 10.515359 11.216397 11.960033 12.663613 13.322146 13.987444 14.671918 15.454592 16.129280 16.783504 
1.999899 1.131564 2.585467 0.001425 3.477028 4.251277 4.926410 5.630146 6.299835 6.999829 7.702531 8.402738 9.119491 9.820784 10.515336 11.216310 11.960034 12.663614 13.322148 13.987443 14.671900 15.454591 16.129290 16.783506 
1.999990 1.903340 1.607376 0.001179 3.477030 4.251192 4.926414 5.630145 6.299835 6.999828 7.702530 8.402755 9.119438 9.820784 10.515333 11.216365 11.960035 12.663612 13.322145 13.987446 14.671915 15.454591 16.129263 16.783508 
1.999982 1.617397 0.418752 0.002099 3.477028 4.251321 4.926414 5.630146 6.299838 6.999829 7.702535 8.402780 9.119500 9.820784 10.515339 11.216310 11.960033 12.663613 13.322250 13.987440 14.671918 15.454585 16.129272 16.783507 
1.999768 1.144036 5.755552 0.001541 3.477028 4.251190 4.926412 5.630145 6.299838 6.999829 7.702518 8.402736 9.119492 9.820784 10.515359 11.216394 11.960034 12.663614 13.322144 13.987446 14.671919 15.454587 16.129280 16.783507 
1.999959 1.087454 0.441026 0.024242 3.477026 4.251196 4.926412 5.630171 6.299838 6.999829 7.702519 8.402738 9.119439 9.820780 10.515338 11.216391 11.960065 12.663617 13.322149 13.987447 14.671900 15.454590 16.129284 16.783503 
1.999903 1.350622 2.508740 0.022285 3.477050 4.251320 4.926418 5.630176 6.299838 6.999829 7.702535 8.402755 9.119492 9.820771 10.515343 11.216397 11.960034 12.663613 13.322141 13.987444 14.671917 15.454590 16.129281 16.783464 
1.999868 1.704299 1.693681 0.000074 3.477028 4.251187 4.926412 5.630145 6.299838 6.999829 7.702530 8.402734 9.119492 9.820784 10.515325 11.216307 11.960034 12.663614 13.322146 13.987444 14.671917 15.454592 16.129280 16.783502 
1.999980 0.439090 0.065081 0.012502 3.477026 4.251194 4.926414 5.630179 6.299838 6.999829 7.702518 8.402739 9.119499 9.820782 10.515338 11.216366 11.960066 12.663594 13.322142 13.987445 14.671899 15.454592 16.129274 16.783506 
2.000000 1.635839 2.655872 0.011617 3.477028 4.251321 4.926414 5.630166 6.299838 6.999829 7.702566 8.402755 9.119492 9.820785 10.515323 11.216364 11.960033 12.663614 13.322142 13.987445 14.671899 15.454484 16.129280 16.783465 
1.959703 1.083037 0.466285 0.000330 3.477030 4.251196 4.926412 5.630146 6.299838 6.999829 7.702519 8.402739 9.119438 9.820778 10.515338 11.216310 11.960064 12.663613 13.322149 13.987447 14.671900 15.454594 16.129284 16.783503 
1.999990 1.083543 0.190667 0.000322 3.477042 4.251196 4.926414 5.630145 6.299838 6.999829 7.702518 8.402739 9.119438 9.820782 10.515338 11.216365 11.960033 12.663613 13.322146 13.987447 14.671917 15.454589 16.129284 16.783503 
1.999872 0.863478 3.297426 0.000366 3.477028 4.251195 4.926414 5.630179 6.299835 6.999828 7.702535 8.402781 9.119503 9.820783 10.515341 11.216309 11.959999 12.663614 13.322138 13.987397 14.671919 15.454433 16.129281 16.783456 
1.999985 1.083037 0.466285 0.000315 3.477030 4.251196 4.926412 5.630146 6.299838 6.999829 7.702519 8.402739 9.119438 9.820778 10.515338 11.216309 11.960064 12.663613 13.322149 13.987447 14.671900 15.454590 16.129284 16.783503 
1.999907 1.083037 0.466285 0.000070 3.477030 4.251196 4.926416 5.630176 6.299838 6.999829 7.702530 8.402739 9.119434 9.820784 10.515324 11.216309 11.960064 12.663609 13.322149 13.987444 14.671900 15.454592 16.129284 16.783505 
1.997926 1.558617 1.783583 0.022093 3.477027 4.251192 4.926414 5.630145 6.299838 6.999829 7.702566 8.402756 9.119491 9.820771 10.515323 11.216310 11.960034 12.663613 13.322145 13.987445 14.671916 15.454431 16.129272 16.783502 
