1.998198 3.564298 0.335927 0.049117 3.499393 4.201306 4.928803 5.632870 6.313990 6.991692 7.703843 8.403887 9.107058 9.796125 10.485599 11.228742 11.883894 12.582836 13.276540 14.045915 14.701139 15.398840 16.097847 16.804163 
1.984996 2.678703 0.069007 0.404628 3.499312 4.201288 4.929962 5.632462 6.314039 6.991609 7.703893 8.403918 9.107017 9.796124 10.485598 11.228658 11.883833 12.582839 13.276936 14.045856 14.701139 15.398829 16.097828 16.804161 
1.998826 3.988766 0.022699 0.007525 3.500576 4.201166 4.928803 5.632461 6.313993 6.991609 7.703812 8.403965 9.106968 9.796076 10.485600 11.228741 11.883831 12.582865 13.276539 14.045858 14.701279 15.398838 16.097875 16.804160 
1.999974 3.683440 0.022784 0.005231 3.499421 4.201308 4.928804 5.632856 6.313991 6.991603 7.703783 8.403965 9.107060 9.796077 10.485534 11.228743 11.883832 12.582865 13.276592 14.045912 14.701422 15.398838 16.097844 16.804163 
1.996353 3.620141 0.044891 0.404590 3.499421 4.201306 4.928804 5.632858 6.313996 6.991609 7.703788 8.403901 9.107061 9.796077 10.485598 11.228743 11.883845 12.582863 13.276592 14.045736 14.699065 15.398838 16.097854 16.804163 
1.999974 3.683440 0.012828 0.005231 3.499421 4.201308 4.928804 5.632856 6.313991 6.991603 7.703783 8.404024 9.107060 9.796136 10.485598 11.228742 11.883832 12.582865 13.276592 14.045912 14.701422 15.398838 16.097844 16.804163 
1.999917 3.687165 0.330725 0.005166 3.499423 4.201306 4.928804 5.632508 6.313993 6.991605 7.703840 8.403965 9.107061 9.796077 10.485599 11.228743 11.883847 12.582863 13.276609 14.045738 14.699156 15.398838 16.097854 16.804163 
1.982412 3.687165 0.330725 0.115360 3.499421 4.201285 4.928804 5.632508 6.313993 6.991605 7.703840 8.403965 9.107061 9.796077 10.485599 11.228743 11.883847 12.582863 13.276609 14.045916 14.699156 15.398843 16.097854 16.804164 
1.999974 3.712164 0.022784 0.005231 3.499420 4.201308 4.928804 5.632508 6.313991 6.991603 7.703783 8.403965 9.107061 9.796075 10.485534 11.228743 11.883832 12.582865 13.276592 14.045912 14.701420 15.398838 16.097874 16.804086 
1.983084 3.463238 0.204612 0.011120 3.499420 4.201286 4.928804 5.632451 6.314149 6.991608 7.703840 8.404015 9.107059 9.796097 10.485598 11.228657 11.883845 12.582836 13.276556 14.045913 14.701113 15.398843 16.097830 16.804164 
1.999973 3.988075 0.149663 0.004658 3.500585 4.201166 4.928803 5.632462 6.313993 6.991609 7.703812 8.403916 9.106968 9.796097 10.485600 11.228654 11.883831 12.582864 13.276539 14.045914 14.699160 15.398834 16.097859 16.804162 
