0.323870 3.878043 0.549116 0.021155 3.520364 4.186812 4.896506 5.596000 6.381134 7.090129 7.694552 8.410962 9.121060 9.787813 10.506825 11.206987 11.942810 12.644621 13.318496 13.989521 14.701760 15.401859 16.158985 16.861987 
0.324044 1.084712 0.032265 0.520738 3.520371 4.186830 4.896506 5.595995 6.381135 7.090130 7.694552 8.410971 9.121048 9.787822 10.506826 11.206987 11.942793 12.644604 13.318469 13.989533 14.701759 15.401767 16.158911 16.861728 
0.083293 0.466424 0.562733 0.340232 3.520373 4.186834 4.896504 5.596021 6.381142 7.090158 7.694542 8.410975 9.121048 9.787815 10.506787 11.206949 11.942813 12.644629 13.318452 13.989520 14.701753 15.401847 16.158985 16.861723 
0.083317 0.287201 0.000085 0.201377 3.520364 4.186812 4.896506 5.596019 6.381134 7.090132 7.694552 8.410975 9.121050 9.787790 10.506789 11.206987 11.942797 12.644621 13.318481 13.989534 14.701576 15.401846 16.158990 16.861723 
0.313259 2.614171 0.018343 0.331754 3.520364 4.186835 4.896506 5.596021 6.381149 7.090130 7.694552 8.410970 9.121049 9.787807 10.506793 11.206985 11.942809 12.644611 13.318482 13.989534 14.701537 15.401860 16.158984 16.861714 
0.029628 1.448551 0.312820 0.327627 3.520364 4.186833 4.896505 5.596021 6.381134 7.090155 7.694543 8.411153 9.121060 9.787786 10.506819 11.206987 11.942793 12.644617 13.318484 13.989518 14.701566 15.401141 16.158991 16.861993 
0.419117 0.969023 0.397883 0.017829 3.520364 4.186830 4.896504 5.595997 6.381134 7.090152 7.694551 8.411151 9.121049 9.787807 10.506838 11.206950 11.942798 12.644650 13.318481 13.989266 14.701555 15.401767 16.158920 16.862003 
0.419117 2.323122 0.397883 0.018646 3.520362 4.186830 4.896506 5.595997 6.381135 7.090127 7.694551 8.411151 9.121060 9.787807 10.506838 11.206987 11.942798 12.644650 13.318484 13.989266 14.701555 15.401758 16.158914 16.862003 
0.404305 0.834834 0.001956 0.204218 3.520373 4.186812 4.896506 5.596000 6.381150 7.090130 7.694552 8.410968 9.121050 9.787790 10.506793 11.206987 11.942809 12.644635 13.318481 13.989534 14.701576 15.401255 16.158990 16.861720 
0.083879 0.019162 0.027595 0.340232 3.520376 4.186834 4.896504 5.596021 6.381142 7.090158 7.694542 8.410975 9.120861 9.787821 10.506787 11.206948 11.942813 12.644621 13.318484 13.989528 14.701753 15.401847 16.158829 16.861723 
0.313259 2.614171 0.018343 0.331754 3.520364 4.186835 4.896506 5.596021 6.381149 7.090130 7.694552 8.410970 9.121049 9.787807 10.506792 11.206987 11.942809 12.644611 13.318482 13.989534 14.701538 15.401860 16.158984 16.861724 
